ÁöÁ¡,ÀÏ½Ã,Æò±Õ Ç³¼Ó(m/s),Æò±Õ ±â¿Â(¡ÆC),Æò±Õ ¼ö¿Â(¡ÆC)
22104,2017-02-14,4.7,8.5,15.2
22104,2017-02-15,5,9.8,15.2
22104,2017-02-16,7.2,13.5,14.8
22104,2017-02-17,7.5,13.6,14
22104,2017-02-18,7.6,6.9,13.4
22104,2017-02-19,7.1,8,13.6
22104,2017-02-20,9.5,12.9,13.3
22104,2017-02-21,6.8,7,13.5
22104,2017-02-22,7.2,11.7,13.1
22104,2017-02-23,8,8.7,13
22104,2017-02-24,7.9,5.3,13.1
22104,2017-02-25,5.6,7.8,13.1
22104,2017-02-26,4.3,8.7,13.1
22104,2017-02-27,7,10.1,13.2
22104,2017-02-28,3.9,10.8,14.2
22104,2017-03-01,3.5,11.5,14.6
22104,2017-03-02,6.8,9.3,13.8
22104,2017-03-03,6.3,8.6,13.9
22104,2017-03-04,3.9,11.5,13.9
22104,2017-03-05,4.5,11.9,14.1
22104,2017-03-06,7.4,9.4,13.7
22104,2017-03-07,6.9,5.8,13.8
22104,2017-03-08,7.1,5,14.1
22104,2017-03-09,9.2,8.7,14.1
22104,2017-03-10,5.3,10.1,13.8
22104,2017-03-11,4.4,11.8,14.2
22104,2017-03-12,3.5,12.6,13.6
22104,2017-03-13,6.4,12.5,14.6
22104,2017-03-14,5.9,10.9,15
22104,2017-03-15,6.1,9.5,14.5
22104,2017-03-16,4.1,10.9,14.4
22104,2017-03-17,3.2,11.9,14.4
22104,2017-03-18,3.1,12.6,14
22104,2017-03-19,6.1,13.4,13.7
22104,2017-03-20,6.5,13.7,14.1
22104,2017-03-21,8.8,11.2,15
22104,2017-03-22,4.1,11,15.2
22104,2017-03-23,3.4,13.1,15
22104,2017-03-24,7.5,12,14.9
22104,2017-03-25,6.7,11.5,15.1
22104,2017-03-26,5.3,9.7,15
22104,2017-03-27,5.7,10.4,15
22104,2017-03-28,5.5,11.7,14.8
22104,2017-03-29,4,11.1,14.7
22104,2017-03-30,5.9,13.5,14.8
22104,2017-03-31,9.5,12.5,14.7
22104,2017-04-01,5,11.1,15.2
22104,2017-04-02,5.4,11.7,15.3
22104,2017-04-03,5.8,14.6,15.4
22104,2017-04-04,3.8,15.7,15.7
22104,2017-04-05,7,16.4,15.3
22104,2017-04-06,8.4,15.8,14.5
22104,2017-04-07,4.6,14.7,14.4
22104,2017-04-08,3.8,15.6,14.8
22104,2017-04-09,10.1,14.8,14.4
22104,2017-04-10,12.3,13.6,14.2
22104,2017-04-11,7.1,13.9,14.5
22104,2017-04-12,6.2,14.9,14.4
22104,2017-04-13,7,15,15.3
22104,2017-04-14,7.6,16.3,15.6
22104,2017-04-15,6.2,16.6,15.6
22104,2017-04-16,3.6,15,16.2
22104,2017-04-17,6.5,16.8,16.2
22104,2017-04-18,6,15.9,16
22104,2017-04-19,7.5,15.2,15.6
22104,2017-04-20,3.6,15.8,15.7
22104,2017-04-21,4.6,15.8,16.1
22104,2017-04-22,5.9,14.8,15.9
22104,2017-04-23,3,15.6,16.4
22104,2017-04-24,3,16.3,16.8
22104,2017-04-25,4,17.3,16.4
22104,2017-04-26,2.9,15.7,16.3
22104,2017-04-27,6.6,15.7,15.9
22104,2017-04-28,8,15.5,15.5
22104,2017-04-29,6.3,16,15
22104,2017-04-30,9.1,16.2,14.7
22104,2017-05-01,7.8,16,14.8
22104,2017-05-02,8,15.9,15.9
22104,2017-05-03,4.1,16.3,16.8
22104,2017-05-04,3.2,17.6,17
22104,2017-05-05,2.1,18.1,17.1
22104,2017-05-06,4.9,18,16.4
22104,2017-05-07,7.9,17.2,16.1
22104,2017-05-08,6.2,17,16.2
22104,2017-05-09,5.6,16.5,15.9
22104,2017-05-10,6.1,16.2,15.7
22104,2017-05-11,6.5,16.9,15.5
22104,2017-05-12,5.4,17.1,15.9
22104,2017-05-13,4.5,17,16.1
22104,2017-05-14,6.2,17.2,15.9
22104,2017-05-15,5.8,16.9,15.8
22104,2017-05-16,3.6,17.1,16.2
22104,2017-05-17,2.1,17.3,16.8
22104,2017-05-18,3.5,17.6,17.1
22104,2017-05-19,4.5,18.7,16.9
22104,2017-05-20,5.1,18.3,16.9
22104,2017-05-21,4.4,18.7,17.5
22104,2017-05-22,2.8,19,18.4
22104,2017-05-23,2.7,18.7,18.9
22104,2017-05-24,3.5,19.2,19
22104,2017-05-25,4.4,19.6,19.2
22104,2017-05-26,5.5,17.4,17.7
22104,2017-05-27,3.7,17.9,17.7
22104,2017-05-28,5,18,17.2
22104,2017-05-29,6.2,18.6,16.7
22104,2017-05-30,3.8,19.1,17.8
22104,2017-05-31,4.6,18.2,16.9
22104,2017-06-01,5,18.5,17.3
22104,2017-06-02,4.7,18.5,18
22104,2017-06-03,4.2,18.9,18.4
22104,2017-06-04,2.9,19.6,18.8
22104,2017-06-05,6.2,19.3,18.8
22104,2017-06-06,6.5,19.3,18.5
22104,2017-06-07,7.5,18.9,18
22104,2017-06-08,5.2,19.2,18.2
22104,2017-06-09,4.7,19.4,18.2
22104,2017-06-10,6.9,18.4,17.2
22104,2017-06-11,6.6,19,18.1
22104,2017-06-12,8.4,18.8,18.3
22104,2017-06-13,4.9,18.7,18.2
22104,2017-06-14,4,19.1,18.7
22104,2017-06-15,4.3,20.3,18.8
22104,2017-06-16,8.7,19.9,19.6
22104,2017-06-17,5.5,20.2,19.8
22104,2017-06-18,2.6,20.6,20.5
22104,2017-06-19,4.4,20.9,20.4
22104,2017-06-20,3.8,20.6,20.2
22104,2017-06-21,3.8,21.1,20.4
22104,2017-06-22,3.4,20.5,20.5
22104,2017-06-23,2,21.7,21.6
22104,2017-06-24,2.7,21.9,20.8
22104,2017-06-25,2.5,22.2,21.8
22104,2017-06-26,3.4,22.4,21.5
22104,2017-06-27,3.5,22.3,21.4
22104,2017-06-28,2,22.9,22.6
22104,2017-06-29,2.1,21.7,21.5
22104,2017-06-30,2.6,22.2,21.8
22104,2017-07-01,4.5,22.5,21.7
22104,2017-07-02,4.9,23.2,21.5
22104,2017-07-03,5,22.4,21.3
22104,2017-07-04,4.9,22.8,21.4
22104,2017-07-05,2.9,23.3,22.6
22104,2017-07-06,2.4,23.2,22.6
22104,2017-07-07,3.1,23.2,21.6
22104,2017-07-08,4.1,24,22.7
22104,2017-07-09,3.8,24,22.9
22104,2017-07-10,7.5,24.5,21.6
22104,2017-07-11,4.9,21.9,20
22104,2017-07-12,4.6,22.2,21
22104,2017-07-13,5.2,22.8,21.8
22104,2017-07-14,3.8,23.7,22.3
22104,2017-07-15,4.3,24.5,23.6
22104,2017-07-16,5,24.2,22.6
22104,2017-07-17,5,25,24
22104,2017-07-18,4.4,24.6,24.2
22104,2017-07-19,2.2,25.4,24.7
22104,2017-07-20,3,25.6,25.3
22104,2017-07-21,4.5,25.5,24.6
22104,2017-07-22,4.1,24.5,23.7
22104,2017-07-23,3.9,24,22.9
22104,2017-07-24,3.6,23.1,22
22104,2017-07-25,5.5,24.4,23.4
22104,2017-07-26,9.2,25.3,24.6
22104,2017-07-27,6.2,25.2,25.1
22104,2017-07-28,2.8,25.7,25.4
22104,2017-07-29,6.7,25.6,25.3
22104,2017-07-30,4.4,26.6,26.6
22104,2017-07-31,3.9,27.3,26.4
22104,2017-08-01,4.9,27.6,27
22104,2017-08-02,7.5,27.6,28.1
22104,2017-08-03,8.7,28.1,28.6
22104,2017-08-04,8,28.9,29.1
22104,2017-08-05,8.3,29.5,29.3
22104,2017-08-06,8,29.9,29.4
22104,2017-08-07,5,30,29.6
22104,2017-08-08,4.5,29.2,29.4
22104,2017-08-09,2.9,28,28.8
22104,2017-08-10,5.4,28.2,28.2
22104,2017-08-11,5.7,27.9,29
22104,2017-08-12,8.2,27.1,28.7
22104,2017-08-13,9.1,26.9,28.4
22104,2017-08-14,9.4,26.3,28.2
22104,2017-08-15,5.4,26.9,28
22104,2017-08-16,3.7,27.8,28
22104,2017-08-17,4.5,27.3,28
22104,2017-08-18,3.5,27.5,27.9
22104,2017-08-19,4.8,27.6,27.9
22104,2017-08-20,5.2,28.3,27.9
22104,2017-08-21,6.8,28.6,27.9
22104,2017-08-22,4,27.2,26.5
22104,2017-08-23,5,28.4,27.4
22104,2017-08-24,7.1,28,27
22104,2017-08-25,3.6,27.2,26.7
22104,2017-08-26,4.3,27.6,28
22104,2017-08-27,4.9,26.8,28
22104,2017-08-28,4.9,27,27.7
22104,2017-08-29,6.1,26.9,27.5
22104,2017-08-30,5.7,25.5,27.3
22104,2017-08-31,9.1,24.8,26.7
22104,2017-09-01,11.3,24.2,26.8
22104,2017-09-02,9.5,24,27.2
22104,2017-09-03,8.5,24.5,26.7
22104,2017-09-04,8.2,25.6,26.5
22104,2017-09-05,5.7,26,26.5
22104,2017-09-06,2.3,24.3,25.9
22104,2017-09-07,4,23.7,26.1
22104,2017-09-08,3.6,25.4,26.6
22104,2017-09-09,2.3,25.4,26.1
22104,2017-09-10,4.4,25.7,25.8
22104,2017-09-11,7.4,25.4,24.5
22104,2017-09-12,3.9,24.8,24.8
22104,2017-09-13,6,24.8,26.1
22104,2017-09-14,8.9,24.7,26
22104,2017-09-15,13,24.1,24.7
22104,2017-09-17,10.7,,24.6
22104,2017-09-18,3.3,,24.3
22104,2017-09-19,6.4,,23.9
22104,2017-09-20,6.3,,23.8
22104,2017-09-21,5.1,,23.9
22104,2017-09-22,4,23.2,23.6
22104,2017-09-23,2.3,23,23.7
22104,2017-09-24,2.8,23.5,24.2
22104,2017-09-25,4.4,24.2,24.6
22104,2017-09-26,6.5,24.4,24.9
22104,2017-09-27,8.8,23,24.9
22104,2017-09-28,6.7,22.9,24.3
22104,2017-09-29,4.7,20.4,24.3
22104,2017-09-30,3.1,22,24.1
22104,2017-10-01,6,23.5,23.8
22104,2017-10-02,7,23.6,23.5
22104,2017-10-03,7.7,22.3,23.7
22104,2017-10-04,8.9,21.2,23.2
22104,2017-10-05,9.2,21.4,22.6
22104,2017-10-06,6.8,20.8,22.2
22104,2017-10-07,5.9,22.1,22.6
22104,2017-10-08,4.6,23.2,23.7
22104,2017-10-09,3.4,23,23.8
22104,2017-10-10,2.1,23.3,23.3
22104,2017-10-11,4.5,23.3,23.5
22104,2017-10-12,7.7,19,23.1
22104,2017-10-13,5.9,18.9,22.6
22104,2017-10-14,9.3,19.4,22.1
22104,2017-10-15,11.2,19.8,22.1
22104,2017-10-16,10.3,21.1,23.3
22104,2017-10-17,10.2,21.1,23.6
22104,2017-10-18,11.7,20.4,22.5
22104,2017-10-19,9,19.9,21.3
22104,2017-10-20,9.3,20,21.3
22104,2017-10-21,11.1,20.3,21.9
22104,2017-10-22,14.6,20.4,21.6
22104,2017-10-26,4.4,18.8,20.9
22104,2017-10-27,6.5,19.9,21.4
22104,2017-10-28,10.1,21.2,22.7
22104,2017-10-29,9.6,19.5,22.5
22104,2017-10-30,7,14.4,21.2
22104,2017-10-31,5.3,16.1,20.7
22104,2017-11-01,5,17.8,20.6
22104,2017-11-02,3.6,18.2,20.9
22104,2017-11-03,4.9,18.7,20.6
22104,2017-11-04,6.4,13.6,20.1
22104,2017-11-05,3.7,14.5,19.9
22104,2017-11-06,6.4,17.1,20.4
22104,2017-11-07,3.3,18.7,19.8
22104,2017-11-08,4.2,19.7,19.7
22104,2017-11-09,5.6,17.1,20.1
22104,2017-11-10,6.5,19.2,21.5
22104,2017-11-11,6,13,20.3
22104,2017-11-12,3.6,14.4,19.9
22104,2017-11-13,4.3,16.1,19.8
22104,2017-11-14,5.9,16.3,19.5
22104,2017-11-15,6.6,12.2,19.1
22104,2017-11-16,4.4,10.5,18.9
22104,2017-11-17,2.9,13,19.1
22104,2017-11-18,9.9,9.8,20.3
22104,2017-11-19,7.1,5.4,18.7
22104,2017-11-20,5.3,8.6,19.6
22104,2017-11-21,4,10.7,19.2
22104,2017-11-22,4.7,12.4,18.7
22104,2017-11-23,7.3,8,18.5
22104,2017-11-24,8.8,9.1,18.7
22104,2017-11-25,4.9,10.5,18.5
22104,2017-11-26,6.8,15,18
22104,2017-11-27,5.6,14.1,17.1
22104,2017-11-28,3.9,15.2,17
22104,2017-11-29,4.3,14.8,16.6
22104,2017-11-30,9,9.9,16.6
22104,2017-12-01,7.9,5.1,16.3
22104,2017-12-02,3.5,7.1,18
22104,2017-12-03,2,10.2,17
22104,2017-12-04,6.7,9.7,17.6
22104,2017-12-05,7,3.9,18.6
22104,2017-12-06,3.3,7.4,18.3
22104,2017-12-07,6.4,10,16.6
22104,2017-12-08,9.1,4.5,16.2
22104,2017-12-09,5.7,7,16.9
22104,2017-12-10,5.5,10.4,16.7
22104,2017-12-11,9.1,4.1,15.8
22104,2017-12-12,7.2,.6,15.7
22104,2017-12-13,8.1,1.7,15.5
22104,2017-12-14,5,5.5,15.8
22104,2017-12-15,5,8.1,17
22104,2017-12-16,7.3,5.5,17.9
22104,2017-12-17,8.2,1.8,17.8
22104,2017-12-18,5.2,5.7,17.2
22104,2017-12-19,6.1,6.6,16.2
22104,2017-12-20,6.2,4.4,15.4
22104,2017-12-21,4.3,7.2,15.5
22104,2017-12-22,5,7.6,15.8
22104,2017-12-23,3,10.2,15.5
22104,2017-12-24,7.6,11.5,15.3
22104,2017-12-25,7.7,6.2,15
22104,2017-12-26,7.4,5.7,15.2
22104,2017-12-27,5.2,2.5,15.3
22104,2017-12-28,6.7,5.4,16.3
22104,2017-12-29,4.7,8.4,16.8
22104,2017-12-30,4.5,9.3,15.2
22104,2017-12-31,7.8,8,15
22104,2018-01-01,8.1,5.4,15.2
22104,2018-01-02,5.9,6.8,14.8
22104,2018-01-03,7.5,5.4,14.5
22104,2018-01-04,5.7,4.9,14.3
22104,2018-01-05,5.2,6.5,14.5
22104,2018-01-06,7,5.9,14.9
22104,2018-01-07,4.8,8.4,15.1
22104,2018-01-08,7.4,8.7,14.4
22104,2018-01-09,10.1,4.4,13.9
22104,2018-01-10,9.3,2.4,13.8
22104,2018-01-11,7.6,-1.6,13.7
22104,2018-01-12,7.3,-1.4,13.8
22104,2018-01-13,5.6,3.8,13.7
22104,2018-01-14,2.4,7,13.7
22104,2018-01-15,7.7,11.7,14.4
22104,2018-01-16,6.1,11.4,14.4
22104,2018-01-17,6.4,9.3,14.8
22104,2018-01-18,3,9.3,14.6
22104,2018-01-19,5.4,8.2,13.9
22104,2018-01-20,5.1,7.7,13.7
22104,2018-01-21,5.8,8.5,13.5
22104,2018-01-22,7,8.7,13.5
22104,2018-01-23,7.8,1.6,13
22104,2018-01-24,7.5,-3.2,13
22104,2018-01-25,8.7,-2.1,13.1
22104,2018-01-26,7.1,-2.1,13.9
22104,2018-01-27,4.2,1,14.3
22104,2018-01-28,5.8,4,14.5
22104,2018-01-29,7.1,.3,13.7
22104,2018-01-30,7.3,1,13.1
22104,2018-01-31,3.9,4.2,13.2
22104,2018-02-01,5.2,5.2,13.1
22104,2018-02-02,7,5.3,12.9
22104,2018-02-03,7.8,2.8,12.8
22104,2018-02-04,9.8,-1.6,12.7
22104,2018-02-05,8.8,-1.5,13.1
22104,2018-02-06,8.9,-2.2,13.4
22104,2018-02-07,5.7,-.5,13.3
22104,2018-02-08,3.9,3.2,14.1
22104,2018-02-09,5.1,9.1,14.5
22104,2018-02-10,5.7,8.4,14.3
22104,2018-02-11,7.9,1.2,13.3
22104,2018-02-12,9,1.2,13.1
22104,2018-02-13,6.8,3.5,12.9
22104,2018-02-14,9.4,10.6,12.6
22104,2018-02-15,4.8,9.7,13.3
22104,2018-02-16,4.8,8.7,13.3
22104,2018-02-18,4.1,6.3,12.4
22104,2018-02-19,3.8,8.7,12.4
22104,2018-02-20,4.1,9.3,12.6
22104,2018-02-21,5.1,6.7,12.8
22104,2018-02-22,5.7,5.7,13.7
22104,2018-02-23,8,9.1,14.9
22104,2018-02-24,5.9,10.6,14.9
22104,2018-02-25,4,10.3,14.5
22104,2018-02-26,5.1,9.4,14
22104,2018-02-27,3.3,11.3,14
22104,2018-02-28,7.9,12.1,13.6
22104,2018-03-01,9.5,8.9,13.4
22104,2018-03-02,5.5,5.7,13.1
22104,2018-03-03,2.5,10.7,13.2
22104,2018-03-04,2.5,13,13
22104,2018-03-05,13,8.9,12.7
22104,2018-03-06,11.1,7.7,12.4
22104,2018-03-07,11.5,9.3,12.2
22104,2018-03-08,10.2,7.6,12.7
22104,2018-03-09,6.5,7.4,13
22104,2018-03-10,4.6,9.3,13.1
22104,2018-03-11,5.5,10.4,12.8
22104,2018-03-12,4,11.6,12.8
22104,2018-03-13,4.1,13,12.8
22104,2018-03-14,3.1,13.5,13
22104,2018-03-15,6.2,14.3,12.9
22104,2018-03-16,14.7,7.5,12.7
22104,2018-03-17,6.7,8,13.2
22104,2018-03-18,3,11.1,13.1
22104,2018-03-19,,11.7,13.2
22104,2018-03-20,13,8.4,13.3
22104,2018-03-21,11.3,,13.4
22104,2018-03-22,3,,13.5
22104,2018-03-23,3,,13.5
22104,2018-03-24,5.2,12.5,13.6
22104,2018-03-25,5.5,13.8,14
22104,2018-03-26,4.9,13.8,13.9
22104,2018-03-27,5.4,14.1,13.6
22104,2018-03-28,6.9,14,13.6
22104,2018-03-29,5.7,14.3,13.6
22104,2018-03-30,9.8,13.7,13.6
22104,2018-03-31,4.5,14.1,14.5
22104,2018-04-01,5,15.3,14.3
22104,2018-04-02,3.1,15.6,14.8
22104,2018-04-03,3.7,16,14.5
22104,2018-04-04,9.4,13.1,14.1
22104,2018-04-05,8.2,12.8,13.8
22104,2018-04-06,7.9,12,14
22104,2018-04-07,8.7,8,13.5
22104,2018-04-08,8.6,10.2,13.2
22104,2018-04-09,7,13.3,13.3
22104,2018-04-10,5.4,15.2,13.9
22104,2018-04-11,7.9,15.6,13.3
22104,2018-04-12,4.3,15.3,14.1
22104,2018-04-13,9.5,14.6,14.1
22104,2018-04-14,7.2,14.2,14
22104,2018-04-15,6.2,13.5,14
22104,2018-04-16,8,13.4,13.8
22104,2018-04-17,4.5,14.3,13.9
22104,2018-04-18,4.4,13.9,14.1
22104,2018-04-19,7.2,14.2,13.8
22104,2018-04-20,2.1,16.7,15.6
22104,2018-04-21,4.3,15.6,14.8
22104,2018-04-22,6,15.8,14.7
22104,2018-04-23,12.6,13.3,14.2
22104,2018-04-24,9.9,13.7,14.6
22104,2018-04-25,5.8,14.3,15
22104,2018-04-26,3.2,14.9,15
22104,2018-04-27,5.4,16,14.9
22104,2018-04-28,4.4,15.8,16.1
22104,2018-04-29,5.7,15,15.3
22104,2018-04-30,4.1,16.8,15.2
22104,2018-05-01,2.7,17.3,16.4
22104,2018-05-02,6,16.4,16.3
22104,2018-05-03,9.1,15.1,15.2
22104,2018-05-04,9.6,14.8,14.8
22104,2018-05-05,6.9,15.9,14.5
22104,2018-05-06,6.6,15.9,14.1
22104,2018-05-07,7.5,15.2,14.3
22104,2018-05-08,11.8,14.7,14.8
22104,2018-05-09,10.4,13.9,14.8
22104,2018-05-10,4.3,14.6,15.4
22104,2018-05-11,3.7,15.9,14.9
22104,2018-05-12,2.7,16.8,15.1
22104,2018-05-13,5.7,16.8,15
22104,2018-05-26,3.2,19.6,18.3
22104,2018-05-27,2.6,19.6,19.1
22104,2018-05-28,2.8,18.8,18.6
22104,2018-05-29,2.1,19.8,19.4
22104,2018-05-30,4.5,19.7,18.6
22104,2018-05-31,2.4,19.7,18.7
22104,2018-06-01,2.4,20,19.5
22104,2018-06-02,3.7,20.3,19.3
22104,2018-06-03,3.9,19.9,18.8
22104,2018-06-04,3.8,20.4,19.1
22104,2018-06-05,3.3,19.9,19.7
22104,2018-06-06,3.1,20.4,20.4
22104,2018-06-07,4.8,20.5,20.3
22104,2018-06-08,3.3,21.1,20.8
22104,2018-06-09,10.9,20.3,19.9
22104,2018-06-10,11.7,19.4,19.4
22104,2018-06-11,8.9,18.6,19.6
22104,2018-06-12,4.1,19.1,20
22104,2018-06-13,5.7,20,20.3
22104,2018-06-14,9.7,20.3,20.5
22104,2018-06-15,11.8,19.8,20
22104,2018-06-16,10.5,18.9,19.8
22104,2018-06-17,6.1,20,19.9
22104,2018-06-18,3.3,21.5,20.3
22104,2018-06-19,3,20.6,20
22104,2018-06-20,2.3,21.5,20.6
22104,2018-06-21,3.1,22,20.6
22104,2018-06-22,1.4,22.9,21.6
22104,2018-06-23,5.3,21.9,21.2
22104,2018-06-24,5.3,22.5,21
22104,2018-06-25,4.9,22.3,21.5
22104,2018-06-26,6.6,22.9,21.5
22104,2018-06-27,8.9,22.5,20.5
22104,2018-06-28,5.4,21.8,21.1
22104,2018-06-29,3.7,22.6,21.6
22104,2018-06-30,4.2,22,21.8
22104,2018-07-01,3.9,24.3,23.1
22104,2018-07-02,3.1,24.3,23
22104,2018-07-03,12.1,22.8,23.3
22104,2018-07-04,5.8,23.3,28.3
22104,2018-07-05,6,23.1,
22104,2018-07-06,12,22,23.6
22104,2018-07-07,12.8,20.8,21.7
22104,2018-07-08,11.1,20.4,20.9
22104,2018-07-09,9.6,20.7,21
22104,2018-07-10,4.8,21.8,21.6
22104,2018-07-11,2.2,24.8,22.7
22104,2018-07-12,3.8,24.2,23.3
22104,2018-07-13,5.3,23.9,23
22104,2018-07-14,4.2,23.7,22.8
22104,2018-07-15,3.8,24.4,24
22104,2018-07-16,4.1,24.7,
22104,2018-07-17,4.3,24.8,
22104,2018-07-18,2.9,25.5,
22104,2018-07-19,1.9,26.6,
22104,2018-07-20,2,27.3,
22104,2018-07-21,2,28.9,28
22104,2018-07-22,1.6,28.7,28.2
22104,2018-07-23,3.5,28.5,28.6
22104,2018-07-24,5.6,28.1,28.4
22104,2018-07-25,6.1,,
22104,2018-07-26,3.2,27.9,28.1
22104,2018-07-27,2.2,29.2,29.3
22104,2018-07-28,6.9,28.2,27.5
22104,2018-07-29,6,28.1,27.1
22104,2018-07-30,10.3,27.9,27.6
22104,2018-07-31,9.3,28,27.8
22104,2018-08-01,6.9,,
22104,2018-08-02,6.5,28.6,28
22104,2018-08-03,3,29.1,28.7
22104,2018-08-04,6,28.5,28.4
22104,2018-08-05,5.2,28.7,28.6
22104,2018-08-06,4.5,29.2,28.8
22104,2018-08-07,7.9,28.5,28.6
22104,2018-08-08,5.4,28.1,28.7
22104,2018-08-09,4.5,28.1,28.7
22104,2018-08-10,4.4,27.7,28.7
22104,2018-08-11,9,28.2,28.5
22104,2018-08-12,6.5,28.6,28.1
22104,2018-08-13,2.4,29.4,29
22104,2018-08-14,4.5,29.3,29
22104,2018-08-15,6.5,28.5,28.6
22104,2018-08-16,7.1,27.5,27.4
22104,2018-08-17,11.6,26.3,27.2
22104,2018-08-18,8,25.7,26.3
22104,2018-08-19,3,25.9,27
22104,2018-08-20,1.9,26.5,27.9
22104,2018-08-21,3.2,28.2,27.6
22104,2018-08-22,10,28.8,27.2
22104,2018-08-23,9.2,28,27.1
22104,2018-08-24,13.2,26.4,25.6
22104,2018-08-25,3.4,26.2,26.1
22104,2018-08-26,5.4,27.8,26.8
22104,2018-08-27,6.9,27.7,26.7
22104,2018-08-28,6.2,27.1,26.7
22104,2018-08-29,4.6,27.3,26.9
22104,2018-08-30,8.3,27.2,26.7
22104,2018-08-31,6.2,26.3,26.2
22104,2018-09-01,9.4,24,25.6
22104,2018-09-02,9.3,24,24.5
22104,2018-09-03,5.4,26,25.2
22104,2018-09-04,5.1,25.8,25.6
22104,2018-09-05,6.8,24.9,24.6
22104,2018-09-06,3.6,24.6,23.9
22104,2018-09-07,5.7,23.1,24.3
22104,2018-09-08,5.9,23.4,24.2
22104,2018-09-09,8.5,23.3,23.8
22104,2018-09-10,10.4,22.8,23
22104,2018-09-11,11.4,22.7,23.2
22104,2018-09-12,8.7,23,23.1
22104,2018-09-13,8.3,23.2,22.9
22104,2018-09-14,8.7,23.8,24.4
22104,2018-09-15,4.8,23.6,22.7
22104,2018-09-16,4,24.2,23.1
22104,2018-09-17,2.9,24,23.4
22104,2018-09-18,2.4,24,23.4
22104,2018-09-19,4,23,23.3
22104,2018-09-20,7.6,22.9,24.5
22104,2018-09-21,6.7,23.6,25.1
22104,2018-09-22,4.1,23.7,25.5
22104,2018-09-23,3.9,23.6,25
22104,2018-09-24,5.4,22.3,24.2
22104,2018-09-25,8.9,21.7,25.4
22104,2018-09-26,11.6,22.8,24.3
22104,2018-09-27,10.3,21.5,22.9
22104,2018-09-28,8.9,22.3,23.8
22104,2018-09-29,8.1,21.3,23.5
22104,2018-09-30,9,22.4,23.3
22104,2018-10-01,8.2,20.7,22.8
22104,2018-10-02,3.9,19.7,22.6
22104,2018-10-03,4.9,20.5,22.3
22104,2018-10-04,10.1,22.2,22.3
22104,2018-10-05,12.3,21.7,22.3
22104,2018-10-08,7.2,20.4,22
22104,2018-10-09,6.2,20.4,21.9
22104,2018-10-10,5.6,19.2,21.2
22104,2018-10-11,8,16.4,21.3
22104,2018-10-12,5.3,15.8,21.2
22104,2018-10-13,7.8,18.3,20.9
22104,2018-10-14,3.6,19.2,20.8
22104,2018-10-15,3.3,19.4,21.3
22104,2018-10-16,4.3,18.7,22
22104,2018-10-17,3.7,18.5,21.9
22104,2018-10-18,5.6,17.6,21.7
22104,2018-10-19,7.5,17.4,21.7
22104,2018-10-20,5,17.9,21.6
22104,2018-10-21,4.9,18.4,20.9
22104,2018-10-22,3.5,18.8,20.1
22104,2018-10-23,3.8,19.7,19.9
22104,2018-10-24,3.8,17.9,20.2
22104,2018-10-25,4.8,18.4,20.7
22104,2018-10-26,4.9,18.9,20.3
22104,2018-10-27,8.3,15.6,19.9
22104,2018-10-28,8.4,16.4,19.3
22104,2018-10-29,8,17.2,18.7
22104,2018-10-30,5,13.6,19
22104,2018-10-31,5,,
22104,2018-11-01,4.3,14.2,18.4
22104,2018-11-02,3.7,15.5,18.3
22104,2018-11-03,3.5,16.4,19.5
22104,2018-11-04,3.8,17.1,20.3
22104,2018-11-05,4.7,17.5,19.7
22104,2018-11-06,6.1,18.5,21.6
22104,2018-11-07,6.9,19.5,19.2
22104,2018-11-08,8.2,19.2,18.1
22104,2018-11-09,7.2,16.8,18.2
22104,2018-11-10,4.2,16.1,17.9
22104,2018-11-11,2.8,16.6,20.5
22104,2018-11-12,7,15.4,18.8
22104,2018-11-13,8.9,15.5,19.2
22104,2018-11-14,7,15.3,19.9
22104,2018-11-15,4.9,15.7,18.8
22104,2018-11-16,3.3,15.8,18.7
22104,2018-11-17,4.7,14.8,18.1
22104,2018-11-18,5.7,13.7,18.2
22104,2018-11-19,5.8,13.7,18.8
22104,2018-11-20,4.3,13.1,18.8
22104,2018-11-21,3.5,14.3,19.5
22104,2018-11-22,9.2,11,18.9
22104,2018-11-23,5.6,10.1,18.9
22104,2018-11-24,4.1,12.7,18
22104,2018-11-25,3.1,13.1,17.1
22104,2018-11-26,3.7,13.8,17.8
22104,2018-11-27,2.9,15.9,18.4
22104,2018-11-28,7.2,14.7,18.4
22104,2018-11-29,3.5,13.5,18
22104,2018-11-30,4.2,14.1,17.1
22104,2018-12-01,6.5,14,17.8
22104,2018-12-02,6.1,16.4,17.7
22104,2018-12-03,3.6,18.2,17.6
22104,2018-12-04,5.3,16.7,17.5
22104,2018-12-05,7.1,12.1,18.6
22104,2018-12-06,7.7,10.6,18.1
22104,2018-12-07,8.1,4.4,19.2
22104,2018-12-08,5.7,1.8,18.4
22104,2018-12-09,6.7,3.2,17.3
22104,2018-12-10,7.1,7.5,16.7
22104,2018-12-11,9.2,9.7,16.4
22104,2018-12-12,9.8,6.6,16.4
22104,2018-12-13,7,6.6,17.8
22104,2018-12-14,,5.3,17.3
22104,2018-12-15,,7.6,17.1
22104,2018-12-16,,9.3,16.8
22104,2018-12-17,,9.3,17.1
22104,2018-12-18,,8.7,17.8
22104,2018-12-19,,13,17.6
22104,2018-12-20,,14.1,16.8
